[2024/03/28 22:02:09.719][epsonscan2      ][DbgLog.cpp                                   ; 569][P7CDbgLog                                    ][00006563][-ERROR-] LoadModule Path:[/usr/bin/epsonscan2] Ver:[1.0.0]
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = DeficienryCorrection
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.090][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt ADFSpecialErrorMessageForPassport 0
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = ADFSpecialErrorMessageForPassport
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.090][epsonscan2      ][PassThroughString.hpp                        ;  38][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.090][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.090][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.090][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  47][GetValueForKey                               ][00006563][-INFO.-] Key = version
[2024/03/28 22:02:23.090][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.091][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = firmwareVersion
[2024/03/28 22:02:23.091][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.091][epsonscan2      ][ESScanner.cpp                                ; 180][GetAllValuesForKey                           ][00006563][-TRACE-] ENTER : GetAllValuesForKey
[2024/03/28 22:02:23.091][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  47][GetValueForKey                               ][00006563][-INFO.-] Key = version
[2024/03/28 22:02:23.091][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.091][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.091][epsonscan2      ][PassThroughString.hpp                        ;  38][GetValue                                     ][00006563][-TRACE-] [Test] GetValue
[2024/03/28 22:02:23.091][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.091][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : serialNumber
[2024/03/28 22:02:23.091][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.091][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.091][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = serialNumber
[2024/03/28 22:02:23.091][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  24][GetValueForKey                               ][00006563][-TRACE-] ENTER : GetValueForKey
[2024/03/28 22:02:23.091][epsonscan2      ][ESCIScanner_Accessor.cpp                     ;  34][GetValueForKey                               ][00006563][WARNING] Unsuported Key : serialNumber
[2024/03/28 22:02:23.091][epsonscan2      ][ESScanner.cpp                                ; 469][GetValueForKey                               ][00006563][-ERROR-] Failed get value for key.
[2024/03/28 22:02:23.091][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.092][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt textEnhance 0
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = textEnhance
[2024/03/28 22:02:23.092][epsonscan2      ][DDEFilter.cpp                                ;  31][IsDDEAvailable                               ][00006563][-TRACE-] ddePlugin = /usr/lib/epsonscan2/non-free-exec/ddeplugin
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.092][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt textEnhanceNoiseReductionLevel 1
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = textEnhanceNoiseReductionLevel
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.092][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt textEnhanceSensitivity 0
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = textEnhanceSensitivity
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.092][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.092][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt textEnhancePaperCreaseReduction 1
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = textEnhancePaperCreaseReduction
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.093][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt thresholdAdjustment 0
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 212][GetValue                                     ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 337][GetCapability                                ][00006563][-TRACE-] Enter key = thresholdAdjustment
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 341][GetCapability                                ][00006563][-TRACE-] Leave
[2024/03/28 22:02:23.093][epsonscan2      ][Controller.cpp                               ; 210][GetValue                                     ][00006563][-TRACE-] Enter
[2024/03/28 22:02:23.093][epsonscan2      ][Key.cpp                                      ;  32][GetValue                                     ][00006563][-TRACE-] GetValueInt DocumentType 0
